Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,3,2021,5.316888
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,4,2021,6.65402
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,1,2022,5.764002
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,2,2022,7.771164
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,3,2022,7.60109
Valle d'Aosta / Vallée d'Aoste,females,15-64 ,total,4,2022,4.590237
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,2,2018,7.090238
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,1,2018,7.074016
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,4,2018,8.491601
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,3,2018,6.134171
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,1,2019,7.046957
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,2,2019,7.137844
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,4,2019,6.328708
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,3,2019,5.78914
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,2,2020,5.600181
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,1,2020,5.234418
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,3,2020,5.807889
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,4,2020,6.811919
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,1,2021,10.344764
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,2,2021,6.985086
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,3,2021,6.068527
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,4,2021,5.883279
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,1,2022,6.279629
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,2,2022,6.21739
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,3,2022,5.474357
Valle d'Aosta / Vallée d'Aoste,total,15-64 ,total,4,2022,3.663122
Liguria,males,15-64 ,total,2,2018,8.86932
Liguria,males,15-64 ,total,1,2018,9.077899
Liguria,males,15-64 ,total,4,2018,7.692528
Liguria,males,15-64 ,total,3,2018,6.807659
Liguria,males,15-64 ,total,1,2019,9.071259
Liguria,males,15-64 ,total,2,2019,7.179499
Liguria,males,15-64 ,total,4,2019,7.716732
Liguria,males,15-64 ,total,3,2019,6.412944
Liguria,males,15-64 ,total,2,2020,6.648467
Liguria,males,15-64 ,total,1,2020,8.498481
Liguria,males,15-64 ,total,3,2020,7.036385
Liguria,males,15-64 ,total,4,2020,8.024677
Liguria,males,15-64 ,total,1,2021,7.478578
Liguria,males,15-64 ,total,2,2021,6.689949
Liguria,males,15-64 ,total,3,2021,4.55835
Liguria,males,15-64 ,total,4,2021,8.36419
Liguria,males,15-64 ,total,1,2022,7.59339
Liguria,males,15-64 ,total,2,2022,5.621924
Liguria,males,15-64 ,total,3,2022,5.696579
Liguria,males,15-64 ,total,4,2022,3.978103
Liguria,females,15-64 ,total,2,2018,12.579541
Liguria,females,15-64 ,total,1,2018,12.967792
Liguria,females,15-64 ,total,4,2018,12.629581
Liguria,females,15-64 ,total,3,2018,10.642426
Liguria,females,15-64 ,total,1,2019,15.278667
Liguria,females,15-64 ,total,2,2019,12.408356
Liguria,females,15-64 ,total,4,2019,10.826617
Liguria,females,15-64 ,total,3,2019,10.878796
Liguria,females,15-64 ,total,2,2020,8.616167
Liguria,females,15-64 ,total,1,2020,12.378092
Liguria,females,15-64 ,total,3,2020,8.311298
Liguria,females,15-64 ,total,4,2020,9.968544
Liguria,females,15-64 ,total,1,2021,15.049558
Liguria,females,15-64 ,total,2,2021,11.579353
Liguria,females,15-64 ,total,3,2021,7.844961
Liguria,females,15-64 ,total,4,2021,8.322455
Liguria,females,15-64 ,total,1,2022,12.296269
Liguria,females,15-64 ,total,2,2022,9.726445
Liguria,females,15-64 ,total,3,2022,6.80842
Liguria,females,15-64 ,total,4,2022,7.055309
Liguria,total,15-64 ,total,2,2018,10.542734
Liguria,total,15-64 ,total,1,2018,10.83355
Liguria,total,15-64 ,total,4,2018,9.931333
Liguria,total,15-64 ,total,3,2018,8.580183
Liguria,total,15-64 ,total,1,2019,11.920994
Liguria,total,15-64 ,total,2,2019,9.611955
Liguria,total,15-64 ,total,4,2019,9.146713
Liguria,total,15-64 ,total,3,2019,8.474699
Liguria,total,15-64 ,total,2,2020,7.530379
Liguria,total,15-64 ,total,1,2020,10.291915
Liguria,total,15-64 ,total,3,2020,7.616369
Liguria,total,15-64 ,total,4,2020,8.909441
Liguria,total,15-64 ,total,1,2021,10.884089
Liguria,total,15-64 ,total,2,2021,8.911994
Liguria,total,15-64 ,total,3,2021,6.070696
Liguria,total,15-64 ,total,4,2021,8.344963
Liguria,total,15-64 ,total,1,2022,9.657979
Liguria,total,15-64 ,total,2,2022,7.429737
Liguria,total,15-64 ,total,3,2022,6.191582
Liguria,total,15-64 ,total,4,2022,5.372713
Lombardia,males,15-64 ,total,2,2018,5.597455
Lombardia,males,15-64 ,total,1,2018,5.991162
Lombardia,males,15-64 ,total,4,2018,5.042887
Lombardia,males,15-64 ,total,3,2018,4.561173
Lombardia,males,15-64 ,total,1,2019,5.549139
Lombardia,males,15-64 ,total,2,2019,4.606588
Lombardia,males,15-64 ,total,4,2019,4.432039
Lombardia,males,15-64 ,total,3,2019,4.545204
Lombardia,males,15-64 ,total,2,2020,3.508882
Lombardia,males,15-64 ,total,1,2020,4.190491
Lombardia,males,15-64 ,total,3,2020,5.552984
Lombardia,males,15-64 ,total,4,2020,5.146619
Lombardia,males,15-64 ,total,1,2021,6.150249
Lombardia,males,15-64 ,total,2,2021,5.580643
Lombardia,males,15-64 ,total,3,2021,4.954086
Lombardia,males,15-64 ,total,4,2021,5.110429
Lombardia,males,15-64 ,total,1,2022,4.472635
Lombardia,males,15-64 ,total,2,2022,3.972038
Lombardia,males,15-64 ,total,3,2022,3.624924
Lombardia,males,15-64 ,total,4,2022,3.367249
Lombardia,females,15-64 ,total,2,2018,6.772529
Lombardia,females,15-64 ,total,1,2018,7.679173
Lombardia,females,15-64 ,total,4,2018,7.58616
Lombardia,females,15-64 ,total,3,2018,6.561562
Lombardia,females,15-64 ,total,1,2019,7.386844
Lombardia,females,15-64 ,total,2,2019,5.927295
Lombardia,females,15-64 ,total,4,2019,7.949566
Lombardia,females,15-64 ,total,3,2019,5.921261
Lombardia,females,15-64 ,total,2,2020,4.926315
Lombardia,females,15-64 ,total,1,2020,5.86928
Lombardia,females,15-64 ,total,3,2020,7.128571
Lombardia,females,15-64 ,total,4,2020,6.48201
Lombardia,females,15-64 ,total,1,2021,7.752518
Lombardia,females,15-64 ,total,2,2021,6.746519
Lombardia,females,15-64 ,total,3,2021,6.169855
Lombardia,females,15-64 ,total,4,2021,5.797259
Lombardia,females,15-64 ,total,1,2022,6.92902
Lombardia,females,15-64 ,total,2,2022,6.489005
Lombardia,females,15-64 ,total,3,2022,6.197626
Lombardia,females,15-64 ,total,4,2022,5.330264
Lombardia,total,15-64 ,total,2,2018,6.119579
Lombardia,total,15-64 ,total,1,2018,6.741371
Lombardia,total,15-64 ,total,4,2018,6.174659
Lombardia,total,15-64 ,total,3,2018,5.433879
Lombardia,total,15-64 ,total,1,2019,6.366229
Lombardia,total,15-64 ,total,2,2019,5.195131
Lombardia,total,15-64 ,total,4,2019,6.002024
Lombardia,total,15-64 ,total,3,2019,5.149362
Lombardia,total,15-64 ,total,2,2020,4.136696
Lombardia,total,15-64 ,total,1,2020,4.937265
Lombardia,total,15-64 ,total,3,2020,6.247499
Lombardia,total,15-64 ,total,4,2020,5.74197
Lombardia,total,15-64 ,total,1,2021,6.862211
Lombardia,total,15-64 ,total,2,2021,6.099607
Lombardia,total,15-64 ,total,3,2021,5.499233
Lombardia,total,15-64 ,total,4,2021,5.418165
Lombardia,total,15-64 ,total,1,2022,5.55958
Lombardia,total,15-64 ,total,2,2022,5.089032
Lombardia,total,15-64 ,total,3,2022,4.766253
Lombardia,total,15-64 ,total,4,2022,4.247357
Nord-est,males,15-64 ,total,1,2011,4.421961
Nord-est,males,15-64 ,total,2,2011,3.731962
Nord-est,males,15-64 ,total,4,2011,5.410542
Nord-est,males,15-64 ,total,3,2011,3.3996
Nord-est,males,15-64 ,total,2,2012,6.208337
Nord-est,males,15-64 ,total,1,2012,6.044031
Nord-est,males,15-64 ,total,4,2012,6.433083
Nord-est,males,15-64 ,total,3,2012,5.362574
Nord-est,males,15-64 ,total,1,2013,7.74484
Nord-est,males,15-64 ,total,2,2013,6.764656
Nord-est,males,15-64 ,total,4,2013,6.83204
Nord-est,males,15-64 ,total,3,2013,5.786621
Nord-est,males,15-64 ,total,2,2014,6.389388
Nord-est,males,15-64 ,total,1,2014,7.903112
Nord-est,males,15-64 ,total,4,2014,6.676855
Nord-est,males,15-64 ,total,3,2014,5.958517
Nord-est,males,15-64 ,total,1,2015,6.831134
Nord-est,males,15-64 ,total,2,2015,6.144521
Nord-est,males,15-64 ,total,4,2015,6.389405
Nord-est,males,15-64 ,total,3,2015,5.93377
Nord-est,males,15-64 ,total,2,2016,5.995293
Nord-est,males,15-64 ,total,1,2016,6.461335
Nord-est,males,15-64 ,total,4,2016,6.045296
Nord-est,males,15-64 ,total,3,2016,5.0687
Nord-est,males,15-64 ,total,1,2017,5.522447
Nord-est,males,15-64 ,total,2,2017,4.981972
Nord-est,males,15-64 ,total,4,2017,5.585959
Nord-est,males,15-64 ,total,3,2017,5.005424
Nord-est,males,15-64 ,total,2,2018,4.688113
Nord-est,males,15-64 ,total,1,2018,5.644534
Nord-est,males,15-64 ,total,4,2018,5.401397
Nord-est,males,15-64 ,total,3,2018,4.520546
Nord-est,males,15-64 ,total,1,2019,4.960213
Nord-est,males,15-64 ,total,2,2019,3.964762
Nord-est,males,15-64 ,total,4,2019,4.78473
Nord-est,males,15-64 ,total,3,2019,4.193778
Nord-est,males,15-64 ,total,2,2020,3.935345
Nord-est,males,15-64 ,total,1,2020,4.148659
Nord-est,males,15-64 ,total,3,2020,5.640307
Nord-est,males,15-64 ,total,4,2020,5.326535
Nord-est,males,15-64 ,total,1,2021,5.150966
Nord-est,males,15-64 ,total,2,2021,3.665259
Nord-est,males,15-64 ,total,3,2021,3.667747
Nord-est,males,15-64 ,total,4,2021,4.750976
Nord-est,males,15-64 ,total,1,2022,4.530383
Nord-est,males,15-64 ,total,2,2022,3.268417
Nord-est,males,15-64 ,total,3,2022,3.502432
Nord-est,males,15-64 ,total,4,2022,3.386715
Nord-est,females,15-64 ,total,1,2011,6.562647
Nord-est,females,15-64 ,total,2,2011,5.591612
Nord-est,females,15-64 ,total,4,2011,7.203968
Nord-est,females,15-64 ,total,3,2011,5.597161
Nord-est,females,15-64 ,total,2,2012,7.243803
Nord-est,females,15-64 ,total,1,2012,7.451423
Nord-est,females,15-64 ,total,4,2012,8.659308
Nord-est,females,15-64 ,total,3,2012,7.602064
Nord-est,females,15-64 ,total,1,2013,10.383249
Nord-est,females,15-64 ,total,2,2013,8.562469
Nord-est,females,15-64 ,total,4,2013,10.301024
Nord-est,females,15-64 ,total,3,2013,8.564216
Nord-est,females,15-64 ,total,2,2014,8.516924
Nord-est,females,15-64 ,total,1,2014,10.324976
Nord-est,females,15-64 ,total,4,2014,10.467245
Nord-est,females,15-64 ,total,3,2014,8.249727
Nord-est,females,15-64 ,total,1,2015,9.923809
Nord-est,females,15-64 ,total,2,2015,8.624363
Nord-est,females,15-64 ,total,4,2015,8.726637
Nord-est,females,15-64 ,total,3,2015,7.909265
Nord-est,females,15-64 ,total,2,2016,8.139294
Nord-est,females,15-64 ,total,1,2016,8.793022
Nord-est,females,15-64 ,total,4,2016,7.661511
Nord-est,females,15-64 ,total,3,2016,7.830401
Nord-est,females,15-64 ,total,1,2017,8.377384
Nord-est,females,15-64 ,total,2,2017,7.079602
Nord-est,females,15-64 ,total,4,2017,8.019621
Nord-est,females,15-64 ,total,3,2017,7.288033
Nord-est,females,15-64 ,total,2,2018,7.149414
Nord-est,females,15-64 ,total,1,2018,7.829669
Nord-est,females,15-64 ,total,4,2018,8.528212
Nord-est,females,15-64 ,total,3,2018,5.806589
Nord-est,females,15-64 ,total,1,2019,7.505379
Nord-est,females,15-64 ,total,2,2019,6.914539
Nord-est,females,15-64 ,total,4,2019,6.806536
Nord-est,females,15-64 ,total,3,2019,6.348264
Nord-est,females,15-64 ,total,2,2020,6.176699
Nord-est,females,15-64 ,total,1,2020,7.031445
Nord-est,females,15-64 ,total,3,2020,7.829511
Nord-est,females,15-64 ,total,4,2020,7.852283
Nord-est,females,15-64 ,total,1,2021,7.002561
Nord-est,females,15-64 ,total,2,2021,7.185502
Nord-est,females,15-64 ,total,3,2021,6.323361
Nord-est,females,15-64 ,total,4,2021,6.323207
Nord-est,females,15-64 ,total,1,2022,5.98413
Nord-est,females,15-64 ,total,2,2022,5.46744
Nord-est,females,15-64 ,total,3,2022,5.662005
Nord-est,females,15-64 ,total,4,2022,5.666535
Nord-est,total,15-64 ,total,1,2011,5.3721
Nord-est,total,15-64 ,total,2,2011,4.555342
Nord-est,total,15-64 ,total,4,2011,6.207736
Nord-est,total,15-64 ,total,3,2011,4.366329
Nord-est,total,15-64 ,total,2,2012,6.671244
Nord-est,total,15-64 ,total,1,2012,6.673445
Nord-est,total,15-64 ,total,4,2012,7.424282
Nord-est,total,15-64 ,total,3,2012,6.354477
Nord-est,total,15-64 ,total,1,2013,8.933014
Nord-est,total,15-64 ,total,2,2013,7.567985
Nord-est,total,15-64 ,total,4,2013,8.381364
Nord-est,total,15-64 ,total,3,2013,7.011644
Nord-est,total,15-64 ,total,2,2014,7.344025
Nord-est,total,15-64 ,total,1,2014,8.990795
Nord-est,total,15-64 ,total,4,2014,8.367546
Nord-est,total,15-64 ,total,3,2014,6.972439
Nord-est,total,15-64 ,total,1,2015,8.220211
Nord-est,total,15-64 ,total,2,2015,7.249577
Nord-est,total,15-64 ,total,4,2015,7.432633
Nord-est,total,15-64 ,total,3,2015,6.802159
Nord-est,total,15-64 ,total,2,2016,6.966571
Nord-est,total,15-64 ,total,1,2016,7.502442
Nord-est,total,15-64 ,total,4,2016,6.768747
Nord-est,total,15-64 ,total,3,2016,6.302092
Nord-est,total,15-64 ,total,1,2017,6.819885
Nord-est,total,15-64 ,total,2,2017,5.92534
Nord-est,total,15-64 ,total,4,2017,6.68161
Nord-est,total,15-64 ,total,3,2017,6.030509
Nord-est,total,15-64 ,total,2,2018,5.800877
Nord-est,total,15-64 ,total,1,2018,6.636303
Nord-est,total,15-64 ,total,4,2018,6.818674
Nord-est,total,15-64 ,total,3,2018,5.094539
Nord-est,total,15-64 ,total,1,2019,6.112428
Nord-est,total,15-64 ,total,2,2019,5.297141
Nord-est,total,15-64 ,total,4,2019,5.703865
Nord-est,total,15-64 ,total,3,2019,5.160543
Nord-est,total,15-64 ,total,2,2020,4.923558
Nord-est,total,15-64 ,total,1,2020,5.449894
Nord-est,total,15-64 ,total,3,2020,6.610018
Nord-est,total,15-64 ,total,4,2020,6.459518
Nord-est,total,15-64 ,total,1,2021,5.973583
Nord-est,total,15-64 ,total,2,2021,5.270993
Nord-est,total,15-64 ,total,3,2021,4.862363
Nord-est,total,15-64 ,total,4,2021,5.45954
Nord-est,total,15-64 ,total,1,2022,5.185954
Nord-est,total,15-64 ,total,2,2022,4.266063
Nord-est,total,15-64 ,total,3,2022,4.473227
Nord-est,total,15-64 ,total,4,2022,4.41852
Trentino Alto Adige / Südtirol,males,15-64 ,total,2,2018,3.809161
Trentino Alto Adige / Südtirol,males,15-64 ,total,1,2018,4.872689
Trentino Alto Adige / Südtirol,males,15-64 ,total,4,2018,3.266354
Trentino Alto Adige / Südtirol,males,15-64 ,total,3,2018,2.352197
Trentino Alto Adige / Südtirol,males,15-64 ,total,1,2019,3.870222
Trentino Alto Adige / Südtirol,males,15-64 ,total,2,2019,3.878791
Trentino Alto Adige / Südtirol,males,15-64 ,total,4,2019,2.67119
Trentino Alto Adige / Südtirol,males,15-64 ,total,3,2019,3.075409
Trentino Alto Adige / Südtirol,males,15-64 ,total,2,2020,3.88915
Trentino Alto Adige / Südtirol,males,15-64 ,total,1,2020,4.790432
Trentino Alto Adige / Südtirol,males,15-64 ,total,3,2020,3.256411
Trentino Alto Adige / Südtirol,males,15-64 ,total,4,2020,4.504897
Trentino Alto Adige / Südtirol,males,15-64 ,total,1,2021,6.269074
Trentino Alto Adige / Südtirol,males,15-64 ,total,2,2021,3.314494
Trentino Alto Adige / Südtirol,males,15-64 ,total,3,2021,3.295413
Trentino Alto Adige / Südtirol,males,15-64 ,total,4,2021,2.322396
Trentino Alto Adige / Südtirol,males,15-64 ,total,1,2022,2.983001
Trentino Alto Adige / Südtirol,males,15-64 ,total,2,2022,2.3894
Trentino Alto Adige / Südtirol,males,15-64 ,total,3,2022,1.392044
Trentino Alto Adige / Südtirol,males,15-64 ,total,4,2022,2.187542
Trentino Alto Adige / Südtirol,females,15-64 ,total,2,2018,4.592018
Trentino Alto Adige / Südtirol,females,15-64 ,total,1,2018,3.979734
Trentino Alto Adige / Südtirol,females,15-64 ,total,4,2018,4.549928
Trentino Alto Adige / Südtirol,females,15-64 ,total,3,2018,3.790013
Trentino Alto Adige / Südtirol,females,15-64 ,total,1,2019,4.887723
Trentino Alto Adige / Südtirol,females,15-64 ,total,2,2019,5.299075
Trentino Alto Adige / Südtirol,females,15-64 ,total,4,2019,4.236783
Trentino Alto Adige / Südtirol,females,15-64 ,total,3,2019,4.356931
Trentino Alto Adige / Südtirol,females,15-64 ,total,2,2020,6.146818
Trentino Alto Adige / Südtirol,females,15-64 ,total,1,2020,3.795668
Trentino Alto Adige / Südtirol,females,15-64 ,total,3,2020,5.653081
Trentino Alto Adige / Südtirol,females,15-64 ,total,4,2020,5.397102
Trentino Alto Adige / Südtirol,females,15-64 ,total,1,2021,5.567501
Trentino Alto Adige / Südtirol,females,15-64 ,total,2,2021,6.419958
Trentino Alto Adige / Südtirol,females,15-64 ,total,3,2021,4.148509
Trentino Alto Adige / Südtirol,females,15-64 ,total,4,2021,4.092812
Trentino Alto Adige / Südtirol,females,15-64 ,total,1,2022,4.079475
Trentino Alto Adige / Südtirol,females,15-64 ,total,2,2022,4.500648
Trentino Alto Adige / Südtirol,females,15-64 ,total,3,2022,3.97978
Trentino Alto Adige / Südtirol,females,15-64 ,total,4,2022,3.578761
Trentino Alto Adige / Südtirol,total,15-64 ,total,2,2018,4.163538
Trentino Alto Adige / Südtirol,total,15-64 ,total,1,2018,4.460538
Trentino Alto Adige / Südtirol,total,15-64 ,total,4,2018,3.863802
Trentino Alto Adige / Südtirol,total,15-64 ,total,3,2018,3.008187
Trentino Alto Adige / Südtirol,total,15-64 ,total,1,2019,4.338935
Trentino Alto Adige / Südtirol,total,15-64 ,total,2,2019,4.527949
Trentino Alto Adige / Südtirol,total,15-64 ,total,4,2019,3.395119
Trentino Alto Adige / Südtirol,total,15-64 ,total,3,2019,3.660064
Trentino Alto Adige / Südtirol,total,15-64 ,total,2,2020,4.907322
Trentino Alto Adige / Südtirol,total,15-64 ,total,1,2020,4.331837
Trentino Alto Adige / Südtirol,total,15-64 ,total,3,2020,4.343518
Trentino Alto Adige / Südtirol,total,15-64 ,total,4,2020,4.904937
Trentino Alto Adige / Südtirol,total,15-64 ,total,1,2021,5.952453
Trentino Alto Adige / Südtirol,total,15-64 ,total,2,2021,4.738004
Trentino Alto Adige / Südtirol,total,15-64 ,total,3,2021,3.681898
Trentino Alto Adige / Südtirol,total,15-64 ,total,4,2021,3.126648
Trentino Alto Adige / Südtirol,total,15-64 ,total,1,2022,3.488606
Trentino Alto Adige / Südtirol,total,15-64 ,total,2,2022,3.369967
Trentino Alto Adige / Südtirol,total,15-64 ,total,3,2022,2.583573
Trentino Alto Adige / Südtirol,total,15-64 ,total,4,2022,2.832569
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,2,2018,3.221925
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,1,2018,3.088388
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,4,2018,2.803977
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,3,2018,2.188278
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,1,2019,2.985707
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,2,2019,2.972892
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,4,2019,1.874478
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,3,2019,2.682476
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,2,2020,2.829137
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,1,2020,3.405591
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,3,2020,2.920056
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,4,2020,3.563759
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,1,2021,5.191102
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,2,2021,2.126805
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,3,2021,3.314178
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,4,2021,2.206709
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,1,2022,2.229019
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,2,2022,1.558845
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,3,2022,0.987915
Provincia Autonoma Bolzano / Bozen,males,15-64 ,total,4,2022,1.900144
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,2,2018,3.368568
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,1,2018,3.015633
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,4,2018,2.259944
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,3,2018,3.592281
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,1,2019,2.824461
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,2,2019,3.915767
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,4,2019,3.175208
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,3,2019,3.146365
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,2,2020,5.510838
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,1,2020,3.25371
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,3,2020,3.947203
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,4,2020,5.260446
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,1,2021,6.533952
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,2,2021,4.913079
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,3,2021,3.434572
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,4,2021,4.127074
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,1,2022,3.982024
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,2,2022,2.698536
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,3,2022,2.546458
Provincia Autonoma Bolzano / Bozen,females,15-64 ,total,4,2022,3.097633
